Date,portfolio,SP500
2014-12-01,68.77591736972332,2058.89990234375
2015-01-01,69.22029743822625,1994.989990234375
2015-02-01,73.68153423906111,2104.5
2015-03-01,73.67463296949421,2067.889892578125
2015-04-01,73.71604846196706,2085.510009765625
2015-05-01,75.81190470902843,2107.389892578125
2015-06-01,75.12141994437897,2063.110107421875
2015-07-01,78.33136852113338,2103.840087890625
2015-08-01,74.11858112014829,1972.1800537109375
2015-09-01,71.61904378367853,1920.030029296875
2015-10-01,78.14289264115394,2079.360107421875
2015-11-01,80.4495546792316,2080.409912109375
2015-12-01,78.41132416146664,2043.93994140625
2016-01-01,71.90330817291064,1940.239990234375
2016-02-01,72.25502342581672,1932.22998046875
2016-03-01,75.07357253392092,2059.739990234375
2016-04-01,73.89055213236931,2065.300048828125
2016-05-01,76.20714984786581,2096.949951171875
2016-06-01,75.57771077474246,2098.860107421875
2016-07-01,79.64546276201612,2173.60009765625
2016-08-01,79.26993718088612,2170.949951171875
2016-09-01,80.03432207343235,2168.27001953125
2016-10-01,77.53930290986835,2126.14990234375
2016-11-01,79.93660155521076,2198.81005859375
2016-12-01,81.76090464509495,2238.830078125
2017-01-01,84.14261919237461,2278.8701171875
2017-02-01,87.81387010235342,2363.639892578125
2017-03-01,88.46758212255114,2362.719970703125
2017-04-01,90.99978876709565,2384.199951171875
2017-05-01,91.76468323419179,2411.800048828125
2017-06-01,92.91689636736284,2423.409912109375
2017-07-01,95.72552609597909,2470.300048828125
2017-08-01,94.87010687375258,2471.64990234375
2017-09-01,95.55124191123609,2519.360107421875
2017-10-01,99.00739331298627,2575.260009765625
2017-11-01,101.39683347311535,2584.840087890625
2017-12-01,101.66909808816422,2673.610107421875
2018-01-01,108.84241802955557,2823.81005859375
2018-02-01,105.40392904111296,2713.830078125
2018-03-01,105.06817285518869,2640.8701171875
2018-04-01,106.90038592114215,2648.050048828125
2018-05-01,109.37177159105283,2705.27001953125
2018-06-01,111.62533432504685,2718.3701171875
2018-07-01,114.71517995814095,2816.2900390625
2018-08-01,120.3567564451306,2901.52001953125
2018-09-01,120.67541813658991,2913.97998046875
2018-10-01,108.26755075883915,2711.739990234375
2018-11-01,111.47384965732606,2760.169921875
2018-12-01,101.61558431375626,2506.85009765625
2019-01-01,112.23307953667201,2704.10009765625
2019-02-01,113.81837282604562,2784.489990234375
2019-03-01,116.85475505660109,2834.39990234375
2019-04-01,123.73037625714795,2945.830078125
2019-05-01,116.27339531772253,2752.06005859375
2019-06-01,125.95675128132187,2941.760009765625
2019-07-01,128.0405879518877,2980.3798828125
2019-08-01,126.5625244439997,2926.4599609375
2019-09-01,125.07268495179406,2976.739990234375
2019-10-01,127.44763555224837,3037.56005859375
2019-11-01,131.91657778355446,3140.97998046875
