Date,portfolio,SP500
2013-06-01,75.7887233744926,1606.280029296875
2013-07-01,80.70170215638578,1685.72998046875
2013-08-01,79.13706274917992,1632.969970703125
2013-09-01,83.24629237658127,1681.550048828125
2013-10-01,84.72318602558616,1756.5400390625
2013-11-01,91.59950444503593,1805.81005859375
2013-12-01,93.2098119797558,1848.3599853515625
2014-01-01,87.32826175671383,1782.5899658203125
2014-02-01,95.61406402703835,1859.449951171875
2014-03-01,93.48126490399599,1872.3399658203125
2014-04-01,92.14913498772296,1883.949951171875
2014-05-01,95.55052309426577,1923.5699462890625
2014-06-01,97.75496079454213,1960.22998046875
2014-07-01,93.41111647871293,1930.6700439453125
2014-08-01,97.37903121266247,2003.3699951171875
2014-09-01,94.91970048545765,1972.2900390625
2014-10-01,99.88608473012953,2018.050048828125
2014-11-01,100.53189384384162,2067.56005859375
2014-12-01,101.51691599862104,2058.89990234375
2015-01-01,99.22042924465421,1994.989990234375
2015-02-01,104.7933003870111,2104.5
2015-03-01,105.65795571097695,2067.889892578125
2015-04-01,105.81479633416458,2085.510009765625
2015-05-01,109.20705186375407,2107.389892578125
2015-06-01,105.37678586421146,2063.110107421875
2015-07-01,112.36182938311669,2103.840087890625
2015-08-01,105.6979683855957,1972.1800537109375
2015-09-01,101.6738805924249,1920.030029296875
2015-10-01,119.33007291824867,2079.360107421875
2015-11-01,116.15393419461833,2080.409912109375
2015-12-01,112.07857502893319,2043.93994140625
2016-01-01,101.72047876832335,1940.239990234375
2016-02-01,102.59076955378553,1932.22998046875
2016-03-01,109.19351305406212,2059.739990234375
2016-04-01,112.4467851651721,2065.300048828125
2016-05-01,115.20831005038015,2096.949951171875
2016-06-01,113.95117896200978,2098.860107421875
2016-07-01,119.62939986772177,2173.60009765625
2016-08-01,121.72162634820558,2170.949951171875
2016-09-01,124.09648480398792,2168.27001953125
2016-10-01,121.22134790113738,2126.14990234375
2016-11-01,124.51374917847919,2198.81005859375
2016-12-01,125.76455870150049,2238.830078125
2017-01-01,133.0272533940713,2278.8701171875
2017-02-01,135.41588626921373,2363.639892578125
2017-03-01,137.64037677036256,2362.719970703125
2017-04-01,140.59906918695063,2384.199951171875
2017-05-01,146.57453679394717,2411.800048828125
2017-06-01,144.3254925346373,2423.409912109375
2017-07-01,148.93694445349325,2470.300048828125
2017-08-01,147.97978245271406,2471.64990234375
2017-09-01,149.7327297204458,2519.360107421875
2017-10-01,156.94481984070046,2575.260009765625
2017-11-01,160.45906072835928,2584.840087890625
2017-12-01,161.145802119272,2673.610107421875
2018-01-01,176.01102124617785,2823.81005859375
2018-02-01,173.44351910713362,2713.830078125
2018-03-01,184.61344432625992,2640.8701171875
2018-04-01,189.3655243890551,2648.050048828125
2018-05-01,180.98547203937738,2705.27001953125
