Date,portfolio,SP500
2014-09-01,59.09812888005574,1972.2900390625
2014-10-01,61.38868926344033,2018.050048828125
2014-11-01,62.84426934195041,2067.56005859375
2014-12-01,62.803574729599305,2058.89990234375
2015-01-01,62.92897936778452,1994.989990234375
2015-02-01,66.13698951068993,2104.5
2015-03-01,66.38109338755831,2067.889892578125
2015-04-01,66.34694073113317,2085.510009765625
2015-05-01,68.21495593548843,2107.389892578125
2015-06-01,67.44810906286551,2063.110107421875
2015-07-01,70.62106145759444,2103.840087890625
2015-08-01,66.45591790899692,1972.1800537109375
2015-09-01,63.853020169131135,1920.030029296875
2015-10-01,69.05365266146572,2079.360107421875
2015-11-01,69.98533590705145,2080.409912109375
2015-12-01,68.39559009921183,2043.93994140625
2016-01-01,63.348039594414864,1940.239990234375
2016-02-01,63.03565991611555,1932.22998046875
2016-03-01,66.376499194951,2059.739990234375
2016-04-01,66.2896575646657,2065.300048828125
2016-05-01,68.00326381249629,2096.949951171875
2016-06-01,67.46698978598751,2098.860107421875
2016-07-01,71.0883516288663,2173.60009765625
2016-08-01,71.31781557073785,2170.949951171875
2016-09-01,71.98376421558724,2168.27001953125
2016-10-01,69.86333525521059,2126.14990234375
2016-11-01,71.63050231145542,2198.81005859375
2016-12-01,72.66432797627746,2238.830078125
2017-01-01,75.49560573119692,2278.8701171875
2017-02-01,77.6150806632952,2363.639892578125
2017-03-01,78.19132710172303,2362.719970703125
2017-04-01,79.69557975997574,2384.199951171875
2017-05-01,80.73923513514362,2411.800048828125
2017-06-01,81.19114753651851,2423.409912109375
2017-07-01,83.25013841255877,2470.300048828125
2017-08-01,83.4513097498182,2471.64990234375
2017-09-01,84.62352410194332,2519.360107421875
2017-10-01,87.15924944905359,2575.260009765625
2017-11-01,89.85361206461681,2584.840087890625
2017-12-01,90.39347333854437,2673.610107421875
2018-01-01,97.59600370700987,2823.81005859375
2018-02-01,94.93452241169916,2713.830078125
2018-03-01,94.56569931762671,2640.8701171875
2018-04-01,94.89003389634522,2648.050048828125
2018-05-01,99.23442044755674,2705.27001953125
2018-06-01,100.4183918804024,2718.3701171875
2018-07-01,104.11236385711996,2816.2900390625
2018-08-01,110.10215758764402,2901.52001953125
2018-09-01,110.35948546295086,2913.97998046875
2018-10-01,98.82750685799232,2711.739990234375
2018-11-01,101.02383745766306,2760.169921875
2018-12-01,92.05135374956936,2506.85009765625
2019-01-01,101.82455250168861,2704.10009765625
2019-02-01,105.05194609015156,2784.489990234375
2019-03-01,106.99483055325956,2834.39990234375
2019-04-01,112.14175608594346,2945.830078125
2019-05-01,104.82621929268971,2752.06005859375
2019-06-01,111.94231537912076,2941.760009765625
2019-07-01,113.05713355150297,2980.3798828125
2019-08-01,110.20371528586381,2926.4599609375
