Date,portfolio,SP500
2011-09-01,45.08620984711248,1131.4200439453125
2011-10-01,50.92896804227615,1253.300048828125
2011-11-01,49.905733779436,1246.9599609375
2011-12-01,43.770514215015126,1257.5999755859375
2012-01-01,54.33896233657075,1312.4100341796875
2012-02-01,56.859325134694956,1365.6800537109375
2012-03-01,58.50093641414544,1408.469970703125
2012-04-01,57.90499764748578,1397.9100341796875
2012-05-01,53.50057079183874,1310.3299560546875
2012-06-01,54.63258423589451,1362.1600341796875
2012-07-01,55.105581078708795,1379.3199462890625
2012-08-01,56.74080427029001,1406.5799560546875
2012-09-01,51.355582060683176,1440.6700439453125
2012-10-01,57.689005873530846,1412.1600341796875
2012-11-01,57.95661809123671,1416.1800537109375
2012-12-01,58.93737978024114,1426.18994140625
2013-01-01,62.816598227010466,1498.1099853515625
2013-02-01,62.903314374535384,1514.6800537109375
2013-03-01,64.84309172165624,1569.18994140625
2013-04-01,65.00296214235301,1597.5699462890625
2013-05-01,66.767624031108,1630.739990234375
2013-06-01,65.11237534443205,1606.280029296875
2013-07-01,69.15469751651663,1685.72998046875
2013-08-01,66.88089454022266,1632.969970703125
2013-09-01,69.97550546609187,1681.550048828125
2013-10-01,66.04631829445621,1756.5400390625
2013-11-01,75.10255451353117,1805.81005859375
2013-12-01,76.91934724614983,1848.3599853515625
2014-01-01,68.32681683442836,1782.5899658203125
2014-02-01,77.95462606296712,1859.449951171875
2014-03-01,77.48560735205822,1872.3399658203125
2014-04-01,76.8696264204251,1883.949951171875
2014-05-01,79.19129112839175,1923.5699462890625
2014-06-01,81.89741845642948,1960.22998046875
2014-07-01,73.88691442434485,1930.6700439453125
2014-08-01,76.57741536136214,2003.3699951171875
2014-09-01,75.11800663414648,1972.2900390625
2014-10-01,83.2256034675235,2018.050048828125
2014-11-01,79.79959742931993,2067.56005859375
2014-12-01,83.5037969763361,2058.89990234375
2015-01-01,82.32253095418139,1994.989990234375
2015-02-01,83.38181584316116,2104.5
2015-03-01,87.13943817092117,2067.889892578125
2015-04-01,83.08318475378375,2085.510009765625
2015-05-01,89.32474842024303,2107.389892578125
2015-06-01,83.8355069530943,2063.110107421875
2015-07-01,90.42290428751735,2103.840087890625
2015-08-01,82.02700506558027,1972.1800537109375
2015-09-01,78.59209560306975,1920.030029296875
2015-10-01,88.56381539419269,2079.360107421875
2015-11-01,89.78211781365061,2080.409912109375
2015-12-01,87.28863462635756,2043.93994140625
2016-01-01,78.98295025973854,1940.239990234375
2016-02-01,79.46542026016799,1932.22998046875
2016-03-01,84.39072936327197,2059.739990234375
2016-04-01,85.45846526233248,2065.300048828125
2016-05-01,87.21808861394709,2096.949951171875
2016-06-01,86.92885898541246,2098.860107421875
2016-07-01,91.24054531214881,2173.60009765625
2016-08-01,91.43352076400251,2170.949951171875
