Date,portfolio,SP500
2009-06-01,28.073023543736216,919.3200073242188
2009-07-01,33.30966364313262,987.47998046875
2009-08-01,34.82674025889182,1020.6199951171875
2009-09-01,36.542947458709065,1057.0799560546875
2009-10-01,35.735446303214616,1036.18994140625
2009-11-01,37.81175848899381,1095.6300048828125
2009-12-01,39.05272802343316,1115.0999755859375
2010-01-01,37.15667634567521,1073.8699951171875
2010-02-01,39.70822816251107,1104.489990234375
2010-03-01,40.60531071426521,1169.4300537109375
2010-04-01,41.62167606128402,1186.68994140625
2010-05-01,39.7266506521235,1089.4100341796875
2010-06-01,35.67923392672564,1030.7099609375
2010-07-01,38.36689818361873,1101.5999755859375
2010-08-01,36.68856739943199,1049.3299560546875
2010-09-01,40.55846733943555,1141.199951171875
2010-10-01,42.442782793370995,1183.260009765625
2010-11-01,42.72493527845663,1180.550048828125
2010-12-01,45.81795864520123,1257.6400146484375
2011-01-01,47.37468428232185,1286.1199951171875
2011-02-01,50.23465706572638,1327.219970703125
2011-03-01,49.56763391284002,1325.8299560546875
2011-04-01,51.18410871272364,1363.6099853515625
2011-05-01,50.79129073774029,1345.199951171875
2011-06-01,49.06210468067678,1320.6400146484375
2011-07-01,48.630210349138196,1292.280029296875
2011-08-01,45.64340397257162,1218.8900146484375
2011-09-01,41.010060135657746,1131.4200439453125
2011-10-01,46.656740295102196,1253.300048828125
2011-11-01,45.93870379589037,1246.9599609375
2011-12-01,46.22265476385151,1257.5999755859375
2012-01-01,49.1282027507877,1312.4100341796875
2012-02-01,51.679256803589205,1365.6800537109375
2012-03-01,52.37933341555868,1408.469970703125
2012-04-01,53.095515269003535,1397.9100341796875
2012-05-01,49.30205662756709,1310.3299560546875
2012-06-01,50.348106185411226,1362.1600341796875
2012-07-01,51.311385501864166,1379.3199462890625
2012-08-01,53.135201453745616,1406.5799560546875
2012-09-01,54.406823370427254,1440.6700439453125
2012-10-01,55.69887819105412,1412.1600341796875
2012-11-01,55.82102230241067,1416.1800537109375
2012-12-01,56.58507254051298,1426.18994140625
2013-01-01,60.43099557900591,1498.1099853515625
2013-02-01,60.87083106185665,1514.6800537109375
2013-03-01,63.336813816402376,1569.18994140625
2013-04-01,64.39312277610333,1597.5699462890625
2013-05-01,66.57284314429509,1630.739990234375
2013-06-01,66.24298168068151,1606.280029296875
2013-07-01,70.12142105954622,1685.72998046875
2013-08-01,69.26611362238935,1632.969970703125
2013-09-01,72.45047497133419,1681.550048828125
2013-10-01,75.79120039119645,1756.5400390625
2013-11-01,77.73603414371321,1805.81005859375
2013-12-01,78.94074439586008,1848.3599853515625
2014-01-01,77.35271899139303,1782.5899658203125
2014-02-01,81.64832206972409,1859.449951171875
2014-03-01,79.46695141980479,1872.3399658203125
2014-04-01,78.82709034613772,1883.949951171875
2014-05-01,81.20725274033728,1923.5699462890625
