Date,portfolio,SP500
2012-06-01,43.43251100741661,1362.1600341796875
2012-07-01,43.61888235731546,1379.3199462890625
2012-08-01,44.96410444004338,1406.5799560546875
2012-09-01,45.960584182325135,1440.6700439453125
2012-10-01,45.96515366925453,1412.1600341796875
2012-11-01,46.26565098088952,1416.1800537109375
2012-12-01,46.79611845570142,1426.18994140625
2013-01-01,50.055816593103216,1498.1099853515625
2013-02-01,50.49497220059503,1514.6800537109375
2013-03-01,53.38736118401292,1569.18994140625
2013-04-01,52.731263430065795,1597.5699462890625
2013-05-01,54.53140585848653,1630.739990234375
2013-06-01,53.65034869611885,1606.280029296875
2013-07-01,56.3683145699743,1685.72998046875
2013-08-01,55.217181905618695,1632.969970703125
2013-09-01,57.36684162259246,1681.550048828125
2013-10-01,60.09978051023338,1756.5400390625
2013-11-01,61.80979065344362,1805.81005859375
2013-12-01,63.3442300352725,1848.3599853515625
2014-01-01,61.602572363020286,1782.5899658203125
2014-02-01,65.12161510664477,1859.449951171875
2014-03-01,65.19714417496469,1872.3399658203125
2014-04-01,65.1651175794806,1883.949951171875
2014-05-01,67.00683266801786,1923.5699462890625
2014-06-01,68.89963630074278,1960.22998046875
2014-07-01,67.67284279769387,1930.6700439453125
2014-08-01,70.92701049177546,2003.3699951171875
2014-09-01,69.98887145614066,1972.2900390625
2014-10-01,72.1380440202851,2018.050048828125
2014-11-01,73.75768766977326,2067.56005859375
2014-12-01,73.34384694543499,2058.89990234375
2015-01-01,72.28965678781142,1994.989990234375
2015-02-01,76.26289724563784,2104.5
2015-03-01,76.05733199511961,2067.889892578125
2015-04-01,76.16293409578168,2085.510009765625
2015-05-01,77.84999411910604,2107.389892578125
2015-06-01,76.18150900374332,2063.110107421875
2015-07-01,77.40054660389227,2103.840087890625
2015-08-01,76.45148193767767,1972.1800537109375
2015-09-01,70.24443866344002,1920.030029296875
2015-10-01,76.09132277115015,2079.360107421875
2015-11-01,77.57786398629779,2080.409912109375
2015-12-01,75.09405019825438,2043.93994140625
2016-01-01,70.3305524957278,1940.239990234375
2016-02-01,70.70764777170146,1932.22998046875
2016-03-01,75.88194816658432,2059.739990234375
2016-04-01,77.62859853115098,2065.300048828125
2016-05-01,79.28273823482326,2096.949951171875
2016-06-01,78.51124934580955,2098.860107421875
2016-07-01,82.2096570643353,2173.60009765625
2016-08-01,82.66034556318343,2170.949951171875
2016-09-01,83.1437152896161,2168.27001953125
2016-10-01,80.53742881552589,2126.14990234375
2016-11-01,83.64487034369088,2198.81005859375
2016-12-01,85.07756163287198,2238.830078125
2017-01-01,87.8717848019869,2278.8701171875
2017-02-01,90.81050815418368,2363.639892578125
2017-03-01,91.02472042700126,2362.719970703125
2017-04-01,93.17263691154103,2384.199951171875
2017-05-01,94.55340071605482,2411.800048828125
