Date,portfolio,SP500
2008-12-01,22.148031263073392,903.25
2009-01-01,20.883501659384052,825.8800048828125
2009-02-01,18.754410855678696,735.0900268554688
2009-03-01,20.738701650362565,797.8699951171875
2009-04-01,23.632630603682223,872.8099975585938
2009-05-01,25.388722517644645,919.1400146484375
2009-06-01,25.181665644916894,919.3200073242188
2009-07-01,27.688657280846133,987.47998046875
2009-08-01,28.589805102574466,1020.6199951171875
2009-09-01,30.246484028971572,1057.0799560546875
2009-10-01,29.585877237065155,1036.18994140625
2009-11-01,31.545785838930314,1095.6300048828125
2009-12-01,32.42670159990275,1115.0999755859375
2010-01-01,31.05170367228923,1073.8699951171875
2010-02-01,32.12508413278173,1104.489990234375
2010-03-01,34.47885777051488,1169.4300537109375
2010-04-01,36.23541773225813,1186.68994140625
2010-05-01,33.275021043559754,1089.4100341796875
2010-06-01,31.631115074134776,1030.7099609375
2010-07-01,34.021795952953966,1101.5999755859375
2010-08-01,32.593021417758735,1049.3299560546875
2010-09-01,36.0587647148018,1141.199951171875
2010-10-01,37.59546118914014,1183.260009765625
2010-11-01,37.84779737948422,1180.550048828125
2010-12-01,40.3822551912925,1257.6400146484375
2011-01-01,40.84617205622429,1286.1199951171875
2011-02-01,42.25455452019229,1327.219970703125
2011-03-01,43.13856122146264,1325.8299560546875
2011-04-01,44.633706839819666,1363.6099853515625
2011-05-01,43.91112710269647,1345.199951171875
2011-06-01,43.08461800305355,1320.6400146484375
2011-07-01,42.518367123853196,1292.280029296875
2011-08-01,39.55215724134119,1218.8900146484375
2011-09-01,35.24454649356819,1131.4200439453125
2011-10-01,40.00829112915007,1253.300048828125
2011-11-01,39.727778427840114,1246.9599609375
2011-12-01,39.54549442075674,1257.5999755859375
2012-01-01,42.91563966263134,1312.4100341796875
2012-02-01,45.12026621734455,1365.6800537109375
2012-03-01,45.851651424646505,1408.469970703125
2012-04-01,45.74307967968268,1397.9100341796875
2012-05-01,42.59488621561782,1310.3299560546875
2012-06-01,44.17892197708177,1362.1600341796875
2012-07-01,44.72226319409265,1379.3199462890625
2012-08-01,46.152635453340096,1406.5799560546875
2012-09-01,47.37130340822673,1440.6700439453125
2012-10-01,47.67098879387992,1412.1600341796875
2012-11-01,48.16881225269902,1416.1800537109375
2012-12-01,49.16836665363679,1426.18994140625
2013-01-01,51.75700481470642,1498.1099853515625
2013-02-01,51.76503463784665,1514.6800537109375
2013-03-01,53.22605581539359,1569.18994140625
2013-04-01,54.19048533361678,1597.5699462890625
2013-05-01,55.2712446798882,1630.739990234375
2013-06-01,54.04449315936637,1606.280029296875
2013-07-01,57.08595385715938,1685.72998046875
2013-08-01,56.148743947479026,1632.969970703125
2013-09-01,58.600966325798126,1681.550048828125
2013-10-01,61.54742502987716,1756.5400390625
2013-11-01,63.201102638869784,1805.81005859375
