,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AAN,-0.0017821101606812577,0.0881472410833629,-1.7411260622608253,6.088410780470003,0.007738034695939917,0.026619380434847847,0.004486604769167799,0.6173725139220567,0.05298690792287339
AAON,0.018504416115770212,0.09011765957883675,0.1123996721553393,1.2043338523445524,0.003713026008254891,0.21916680864532756,0.31896020994373303,3.873459729318185e-06,0.04279556449133874
AAT,0.012321755469297027,0.05716159755029823,0.019188063055183256,-0.15726652894341386,0.004131682274485416,0.2888462211906229,0.2229995750109634,0.000182163630742573,0.0720495524195173
AAWW,-0.005179621886963003,0.12101462816755225,-0.41898664387452,0.4568175765263387,0.008641231624423313,0.13549898686348755,0.21741178329845123,0.00022512743359540447,0.034353196026352104
ABC,0.01119300993572938,0.056060420788633096,-0.4808156029300273,0.11530904066543401,0.0034400379702489636,0.3146619728916952,0.2275882659873336,0.00015294986243442058,0.07746396911595688
ABG,0.01877533403353072,0.09449818703922394,-1.0776364962748715,2.9144133654950126,0.0040881760252684494,0.17721805938239604,0.22525848132883972,0.00016716144572860372,0.043918935216602804
ABM,0.008541483482118575,0.05729660511958156,-0.5760192234896725,-0.1716066148376747,0.005273096149038615,0.3223260760959497,0.2741875501875238,2.4658215355946194e-05,0.07007930220183654
ABMD,0.03073279588136796,0.14207735596738513,-0.33922445150822034,0.4758000573504737,0.005722429803254957,0.06434895416885818,0.06837540912408244,0.047398813281047975,0.031740808304581494
ACC,0.007696586436129637,0.04999009926315442,-0.4560057147927599,0.1157109127467999,0.006920244182595073,0.11315612087097338,0.02585620870323925,0.22788954148744592,0.09281392706085591
ACCO,0.004000906432316145,0.13188312130957258,-0.010500492384878993,0.5986424458382991,0.007203912487915328,0.1504364114445788,0.3215714341946515,3.4655972192585937e-06,0.02919928945226843
ACHC,0.025340928639855046,0.09914924385318166,-0.07789310121149016,-0.47409768469856983,0.005731846162893919,0.07325488283917879,0.04244472542215185,0.12076952735403058,0.0464956824786527
ACLS,0.008450094195781285,0.27058568898608376,-0.4929998475961846,14.465282545003483,0.00731320779428696,0.04134497196130163,0.10228142262918005,0.014394521542512,0.01636818083739603
ACN,0.013610406711108497,0.05723281411615689,-0.23492534767565784,0.2534135131646589,0.00206040030827445,0.442085411246005,0.5171918842625758,2.0325026188922617e-10,0.057078637825204386
ACOR,-0.0021564175415672744,0.11536055339170577,-0.0032266455277920785,-0.06890451987627255,0.008228767237948112,0.134979928051782,0.19584709425087218,0.0005043336190137838,0.036549877894444256
ADBE,0.019516221966650225,0.06309095088405886,0.18276242298654855,0.06730736655359237,0.00023208688855997674,0.3952650079617202,0.5060518640939682,3.889139440140166e-10,0.05218401810830712
ADC,0.01610735492590209,0.058228288871040694,-0.19819941292559545,-0.3594152917956759,0.004131512340999132,0.2421351821742379,0.15761652962279096,0.0020313739974971165,0.07480281144813258
ADM,0.007829317045911685,0.07021763486934426,-0.6789256253277057,0.8006089234732165,0.005928607454676342,0.2625348136505973,0.2743755061165469,2.447253547353188e-05,0.05705269785856092
ADP,0.013087867957277309,0.03883435109987119,0.4238201764741061,0.34927419384504477,-0.0016028249016187138,0.6933614555071171,0.5903955414359581,1.912023997945013e-12,0.07717497275320555
ADS,0.0145676903922162,0.0752016859403568,-1.4019121715926086,5.5131180526169,0.004008247271960341,0.2785554273758405,0.3528479877587329,8.860795474333079e-07,0.05041118908682909
AEGN,-0.00081119788322427,0.10296466894093934,-0.6083370317224605,1.4287835975672714,0.007658545942091629,0.24048598834715906,0.498667870567181,5.93307194237207e-10,0.032222025715454336
AEL,0.004931001556331934,0.11068614388934798,-0.6587044736320855,0.12851290048959685,0.007119288113816577,0.23718993592663776,0.5476700451226005,3.1872196248035377e-11,0.028805168827785516
AEO,0.006016392283312685,0.09234897034117914,-0.43064693049474095,1.7843613932499656,0.007223198935124366,0.10923810796087748,0.08184679311472585,0.029474260493501818,0.048891898304965035
AEP,0.01252378275181497,0.04454433261928577,-0.5922228640719269,0.286398365526805,0.006163940468803708,0.12456331575117804,0.02517620441976736,0.23418617815931708,0.1035771792372242
AER,0.018646582603222082,0.11732661205178516,1.5094477558897579,9.663469437245588,0.004796804353795323,0.150385189492027,0.2541122630726363,5.476066573625522e-05,0.034429837695047184
