,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AAL,0.026486357655986347,0.13865178530158412,0.5437376024016874,1.8273996366084857,0.004662100964072803,0.06499806901145051,0.06810873776469936,0.045884629257773195,0.03184521833128527
AAN,-0.0014435325843510714,0.08865152377792541,-1.6880689464254828,5.968057868232723,0.0064156788308352124,0.022178760856334176,0.003241887623286562,0.6684064362588529,0.051510499536726415
AAON,0.016717594532168152,0.08880015039083979,0.15810178610707867,1.4317057350858713,0.0028176065686898824,0.2133115796837184,0.3008896553413627,6.866364781857139e-06,0.043067160597706475
AAPL,0.01245976757879257,0.07075247817683272,-0.12010195415303608,-0.2702926691751508,0.0036763151982280367,0.21728718866623406,0.1981994953738929,0.0004106472959476009,0.05788667220115346
ABC,0.01439014400358157,0.05286740100749816,-0.4454535200954948,0.2144603289245235,0.0017492181360879051,0.32205688349033823,0.24310398838195277,7.264202468245289e-05,0.07526918689902894
ABG,0.019492981066834537,0.09508984775275314,-1.067181075148094,2.8032648312367625,0.0031482875913451686,0.1659764334875429,0.20888735511055564,0.00027380458798150647,0.04278308406694943
ABMD,0.02891417278567419,0.14427122579528148,-0.3148203703207401,0.29798941878735974,0.004610246343811618,0.06133382186626492,0.06566145303162867,0.050114579163415496,0.0306449903101997
ABT,0.011683315571471651,0.05079402699587594,-1.1710942737402266,2.364496825441644,0.0011919823198886133,0.4443670733029766,0.4272283103905537,1.9946318976800245e-08,0.06814989694827116
ACAD,0.04010111096118479,0.22838891650587917,0.4180806928854413,1.298530658619642,0.0031870683306447034,0.07971337101627814,0.27794789533124736,1.7860666130481756e-05,0.017017522044105903
ACCO,-0.004512719491598625,0.13057569894122323,0.08661083923804233,0.6822827799527245,0.007045796357034275,0.1467260022273512,0.30781507002656644,5.117194835453148e-06,0.02914310275753075
ACGL,0.012206780514483885,0.04002445371063727,-0.3973025857912408,-0.12928337321078143,0.0011882911791351028,0.4256136072536836,0.24335082619688872,7.193749680818958e-05,0.09940516374453501
ACHC,0.028096385798513212,0.10362062403988256,0.0687208169590589,-0.30377010638349544,0.00477197632972348,0.05736277785665837,0.02962809619728765,0.19236762095791643,0.04348204690916284
ACLS,-0.0009876092222803566,0.2743572401127066,-0.40885388436466036,13.510801045163639,0.006421031662799832,0.03783743114000635,0.09037059226342599,0.020696727473154715,0.015900211370403806
ACN,0.012285940137374642,0.05449191539064996,-0.4187500071517546,0.38744390657420835,0.0010288249958115602,0.4358509003928184,0.4730325571459675,1.7686142457966834e-09,0.060932205135844575
ADBE,0.01598423897226565,0.06383742035133949,0.2068358548320513,0.1048221985704636,0.00038617565891675004,0.3752125714804496,0.48112332308398664,1.128968328264359e-09,0.05161118407983423
ADC,0.013758579957830865,0.05796132027573511,-0.12446117308196988,-0.3829633367973204,0.0030302261284643386,0.24373423337817474,0.16736343968528114,0.001294584827459101,0.07200730311758867
ADI,0.00745609742984177,0.05718190473374948,-0.019071186796457546,-0.05630390998487789,0.0033526340198982933,0.4065168240464629,0.4531325641469598,5.189680434325247e-09,0.059152007862775774
