,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AA,0.00427525551310317,0.1131702567268643,0.31497617853668236,0.6118656744893847,0.006494419149102003,0.07065793330918005,0.07604703950725526,0.03451007263781394,0.032621751677418945
AAL,0.0085459590579153,0.10009083309036688,0.28978780146101996,-0.0777851496182107,0.005984754584704686,0.09498586148385815,0.10749849611056396,0.01124381259611854,0.036251403237908326
AAN,0.008133831646717517,0.1058720111654649,-1.088487057398107,2.4957893871798165,0.006682877863849916,0.01396906268922933,0.0026013135758249204,0.70125291446932,0.03622996218485939
AAP,0.008174800726766782,0.08475113384175306,0.035400974816599304,0.1760691610896199,0.005971949204676265,0.10086492514128895,0.08690949449487699,0.02341379077404114,0.043303803583918984
AAPL,0.01505572574050131,0.07153650608889184,-0.5010242239278073,0.5582341126829968,0.003979405701121182,0.1871111506320231,0.21308390024399002,0.00023325612842952672,0.04762677100855352
ABBV,0.012806680043973067,0.0770925211011882,-0.48933896569921975,0.909088762340466,0.0037059065284674162,0.2413266614725488,0.4116526873993114,4.359408023636105e-08,0.03821371731424701
ABC,0.005199850872515311,0.06886028449233647,-0.38185084922862805,-0.41854354689255313,0.0059399594236835985,0.16472404023552709,0.15301973497881294,0.0021877802264462305,0.051331325725146024
ABM,0.0034505914507531703,0.05493950320834253,-0.5908382505177647,0.3564063789684564,0.00615279871294589,0.18654806408337862,0.12492426343660729,0.006032159684551203,0.06539623427983403
ABR,0.01671988957855353,0.04269536736906615,0.21984598185008006,0.34827480089692253,0.006620588049144246,0.010521111282214777,0.0002399830598693889,0.9072938658951284,0.08994598356793397
ACCO,0.0034447271785797533,0.09977699855763059,-0.629392398424371,1.2281242804562629,0.006306892779310465,0.142132326693561,0.23918968706153607,8.475331358457123e-05,0.033575493734238016
ADBE,0.024282576546437895,0.05670277034276923,0.29075119381323156,-0.30801698927694954,1.5994769345492772e-05,0.27923334600486277,0.29815285005340664,7.706897325318876e-06,0.05674552787145183
ADC,0.016386892265708313,0.053056842153326164,0.12521713154594463,-0.5421721824660843,0.006036406146309535,0.04638425086296623,0.007203104878730146,0.5227489210801921,0.0721279277535241
ADI,0.012154673173712043,0.06279507226594673,0.10106576300481875,-0.6639348183003464,0.0035693317355653354,0.26550842514144185,0.33060056475976396,1.908283188412056e-06,0.05004166533324506
ADSK,0.017879269512296358,0.09209236882435048,-0.23747330583395068,0.6804891876418941,0.0033139528628710717,0.19478128022850033,0.3826815891799923,1.774247162839141e-07,0.03276767431843013
ADUS,0.0202668309137128,0.11194078919967834,0.21174716464014315,1.479386836723191,0.007060019273385147,-0.013002496862017791,0.00251956805086196,0.7057677904101908,0.03426718867449427
AEE,0.013931789065469217,0.042982327578532084,-0.1731683425968288,-0.5324171861914322,0.006040762067741377,0.05424556722282824,0.006465531285970794,0.544915713743879,0.08906686938036425
AEGN,-0.0023108733664997643,0.09315576293636714,0.06067868271463317,1.1781905964591077,0.007203610019112005,0.17617155357244718,0.32032207638056065,2.9887711895088733e-06,0.03399041780193102
AEIS,0.012230671830240753,0.09204015641276005,-0.2151718926404483,-0.8081748488310438,0.005397907454541122,0.11435123375866905,0.13174442731344538,0.004722249783136478,0.03888311855856339
