,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AAN,0.01162404841363682,0.09869387226918433,0.564735116775541,1.5059578347990081,0.009213443648590265,0.21750934569614744,0.21644426358349053,0.00020506382098384299,0.05481537647882101
AAON,0.021556803558397578,0.0879882965765832,-0.24227798135219691,1.7007716788468246,0.004611632365411988,0.33076102533722684,0.39782157962113146,8.588085053314942e-08,0.05390081438993673
AAPL,0.032236681930165635,0.0744540272367636,-0.12128328740091505,-0.14165720996957853,0.002041873994554513,0.3008966257705791,0.23573327039193245,9.706388091819173e-05,0.07176156909759414
ABM,0.008654905928155727,0.085936433061614,0.030461472565479125,1.7285700275523421,0.008672023405155075,0.35468431820145857,0.4363635639402022,1.2490930509956907e-08,0.05339244997547685
ABMD,0.009399269542384679,0.18735611029140073,-0.8341271044761078,1.9459783006880045,0.010677231384945881,0.11325895311698694,0.21149040422527368,0.00024791202020787274,0.02896631658488241
ACHC,0.03638272615870823,0.12848446609216752,-0.7038786983106482,0.8846513414006161,0.007324679719046359,0.12140660034836766,0.11428670268594361,0.00882534962116624,0.044766547428747805
ACN,0.016335199436224874,0.06603149951580989,-0.28115466453506777,-0.09904467127052952,0.00448784029244986,0.44406819452994106,0.40384202948760684,6.404903639521949e-08,0.0714639735932139
ACOR,0.008965968780168728,0.11248843421846186,-0.24367074293700627,-0.6025864676582682,0.010567294352623612,0.13099403863137649,0.10198320718615156,0.013685800344426348,0.05148633762555485
ADM,0.0074057213491986375,0.06911182648586378,-0.20357995651931682,-0.2991801664177718,0.009748632195688993,0.2691365936834003,0.16250252094125284,0.0015474493355730737,0.0809276680962707
ADP,0.014632907530487694,0.04374222445021203,-0.2598528991203571,-0.5014071324433664,-0.0007650486591183926,0.8547058365838186,0.6565154140734911,7.639410370040372e-15,0.08188614094126702
AEIS,0.014795813883215594,0.14707003151874942,0.06003898814884071,-0.14901557432283852,0.009139311113223561,0.17589243286639603,0.3143059056408294,3.875329639846714e-06,0.03441110842202233
AEL,0.021425453692415868,0.12173830550241446,-1.537377233102579,7.228977310611434,0.005635897397428623,0.28498278279696243,0.5653294489945201,6.730092212149288e-12,0.03309866667896233
AEO,0.011712881439885027,0.1019156568006286,-0.5315429173472326,1.0558012244189658,0.009628400046851794,0.18043235367621904,0.15882559921140926,0.0017702994588142179,0.054999628879626714
AEP,0.009778305291937548,0.04870491338167962,-0.5130971584275876,0.2664348096485387,0.007924343430196913,0.39039887477551044,0.16981362134461184,0.0011829483623622583,0.11433328173221002
AGCO,0.015420181425629401,0.1037372099766815,0.007181084416926198,-0.03078042527562541,0.00613180572770916,0.36380746314355444,0.6689939544133494,2.637177402662858e-15,0.033895421782849766
AGO,0.013589767551887427,0.1810104003950991,-0.2587458903405292,0.9006486053438412,0.009107251877730897,0.19386136853267627,0.5783616193065605,2.7962544919718015e-12,0.02192422156016685
AIMC,0.023131227867093887,0.14113112882715115,-0.708827586326821,0.6405023173691471,0.006924791161675135,0.20824625823509313,0.40570457243455704,5.8459885771452695e-08,0.033383819392003154
AIR,0.009661986280403604,0.12954510311675063,-0.6548359416264968,0.26388329438806,0.009527981810592615,0.22912483401866937,0.4138054319141952,3.9174827045946885e-08,0.03612081466590008
