,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AA,0.008515549418530818,0.0979839886040221,0.1514792966367678,2.0400702643720736,0.009008315371574453,0.07923903221490677,0.07969297290996749,0.03029137403067002,0.03566630258723627
AAL,0.022315723844721705,0.10699464703036045,0.25184685947113195,-0.5804900463405529,0.007718433023834103,0.0880386518543353,0.1173011695970427,0.00792432228030113,0.031988292610912024
AAN,0.004573260100570247,0.09634402187288278,-1.3249169320171017,4.237075156907317,0.009656073249778728,0.005905200208260538,0.0004279078673478423,0.8764203786696667,0.03780324874945753
AAT,0.010320456713928462,0.05415721413376556,0.03652405307232967,-0.21383979149065135,0.008214758073618454,0.14227288901633092,0.0784853153407469,0.031627501099362326,0.06457161504412859
AAWW,0.001909970976247324,0.10775655486455575,-0.1936288011998185,-0.43078401753130446,0.009505070648235308,0.09319964557340374,0.13333599067330487,0.004459521139660636,0.03147230256388249
ABC,0.015539638117409344,0.060084110168741586,-0.5747813247107767,0.30102681795941555,0.006691751323242403,0.19249662832774747,0.17684671467367968,0.0009122830926071528,0.05500821583069035
ABEO,-0.03057870417389071,0.2820822633437721,1.0181164371048161,2.6400650154120395,0.010349040387014211,0.021778591955697993,0.049893345989143176,0.08902307682853315,0.012588014515933709
ABT,0.008774093999246954,0.056133799852224664,-0.6530107868185636,1.0630057434051556,0.0062922072872635855,0.3864640587739869,0.6221549769139064,1.1863817871987364e-13,0.03989139704534101
ACC,0.003862645448393928,0.053702850285707156,-0.28157786854558653,-0.05495719446826275,0.009472488582537164,0.05451980684052806,0.011332735814235526,0.422271078118324,0.06744885406103547
ACCO,0.0015796222747063023,0.103582400307036,-0.31506839693434713,-0.3633285737316747,0.00953565914301483,0.09332618666043271,0.12354081371278075,0.006338725679375091,0.032925070443661025
ACHC,0.014531296928914307,0.09849547113375488,-0.35600621245543645,1.0700323062033137,0.00833824509790871,0.09254742883220497,0.10984814152695493,0.010340111234141016,0.034894953536855344
ACM,0.011336305144454193,0.08477305870533364,0.2781614997454433,0.5609917351568128,0.007613565069596768,0.1825563241558208,0.3166218966526287,3.5073967352144876e-06,0.035523807756758084
ACOR,-0.009065792036128926,0.12769234403761576,0.17163826626653012,-0.45278191567449344,0.010335183846172418,0.07193023811892099,0.11152807065822704,0.009738611426719532,0.026890806711944264
ACRE,0.0015456442204369125,0.0562358337844439,-1.0930627141653573,4.226322897701058,0.009398933522161833,0.18383644849064468,0.14129311329101205,0.0033472361172915063,0.060028317256110665
ADI,0.016199593471348823,0.05781617616320397,0.08959126619042651,-0.41849477091676635,0.005153899611760958,0.2795860070517545,0.34543080764015593,9.877478148471766e-07,0.05097711465669565
ADS,0.009913574915447927,0.0812268625497674,-1.0107877036868111,3.524270492620383,0.007621033090348703,0.20800227904821092,0.37736969324364666,2.2795981878714045e-07,0.035388510564889744
AEGN,0.0017107617368509178,0.08773985646036178,0.2794652342991121,0.6185224537638296,0.009417426018033017,0.15528360409382863,0.2454011075870645,6.633676408016303e-05,0.03606683200615091
AEL,0.014751377362973309,0.10716660839664222,-0.9405126444401498,0.5513202687938779,0.007189479749626299,0.16904180913368855,0.433849110596064,1.4218547563185999e-08,0.02557722626391084
AEO,-0.006469284180965256,0.09075658112267265,-0.2941041491958125,1.9362038001802704,0.010306436348092547,0.09635642280943855,0.1010995136710782,0.01412346196906699,0.03805612064926869
AEP,0.013081445928112626,0.04776387111507114,-0.626844105110048,0.16530933551685356,0.008518404990592846,0.08903253371871245,0.02390715932976262,0.24228651558669984,0.07535166979690884
AES,0.000518027590050663,0.06418586298329088,-0.12281578049258476,1.3718619110031884,0.009568344773421878,0.22148336316207892,0.26717293605687664,2.772898112815588e-05,0.04858567044726474
AFG,0.018345165371506805,0.03594510979888407,0.2394090616493498,-0.1524654024366483,0.001512394441438981,0.44538627258866487,0.3388322646423975,1.326237593262317e-06,0.08240676134160212
AFL,0.013746655543187087,0.13242316983288696,-0.37565770048004693,20.93201882609498,0.009104625773790221,0.042079580060002994,0.04104896653626785,0.12381560701126605,0.026938975243005894
AGCO,0.00635188556292473,0.06213057106435482,-0.13457878645338647,-0.3246369942601479,0.008597288448307533,0.1709399212585246,0.1491176890413728,0.002521198534991434,0.05408492565225427
AGN,0.018874826152018315,0.0733576533900959,-0.5050109353535226,0.36758283853546203,0.006607306314321985,0.16295635928949545,0.18891435592781072,0.0005821046740784489,0.044723394779733125
AGO,0.01881177675226047,0.07741169159566834,-0.039941862373859764,0.6973821961821063,0.0058883967356459154,0.20171845438125094,0.32235607098825775,2.7361949458652585e-06,0.038738344144387024
AGX,0.026528446990070082,0.10071817337884079,-0.14128096823369315,-0.6877404717666775,0.007869139483518119,0.0683771569228273,0.06270024453416029,0.05577333123991657,0.03501694434205603
AI,0.005930937840661878,0.06730044502492034,-0.23662465365293298,0.07372681877524556,0.008422962622235965,0.21246498916273507,0.2702975427840507,2.442227288685673e-05,0.04623829412025182
AIG,0.012521902160992955,0.05431500631662782,-0.5041258789167107,0.09631650764697586,0.006026465116653152,0.29201746688411545,0.33257438916059157,1.7495007909811636e-06,0.05479342327581811
AIMC,0.018524558310000157,0.07518764571398259,-0.07650929779206794,-0.59375103899843,0.005616234379938018,0.21953802181310922,0.3602001924679921,5.056424766099153e-07,0.03875452346272471
AINV,0.0057078295227634725,0.06713534911268748,-0.6341742413024498,0.8488124494087361,0.008746727106690066,0.1640469736968672,0.16035053896047513,0.001674296569400677,0.049721542130405694
AIV,0.010418112589241562,0.05052703197291953,0.03976289272578371,-0.19362740868647865,0.008402534031522755,0.1229152808423925,0.050990680284933254,0.08549317126795218,0.07023575991346698
AIZ,0.019152050564175793,0.05413966396827743,-0.7668394761211149,0.6895559296171694,0.005895552823052173,0.19776088364707534,0.15154561493830873,0.002308312691989173,0.0619791374897897
AJRD,0.020561815729162637,0.09452954149912438,-0.2827287127440136,0.27466786583457115,0.006941705510490055,0.1333235251154851,0.20998107440294944,0.0002626192411426085,0.034252953981125364
AKAM,0.006702395188193864,0.09874694177967422,0.3871853719710142,0.6170443876721254,0.009329112880747222,0.05281192403475825,0.035953631513322,0.1503265253672942,0.03622197629821306
AKR,0.005355579305374709,0.05353888450436697,0.038038721894005714,-0.05741794520654864,0.008800685890546354,0.1647615179267622,0.10286832779097509,0.013260991003968499,0.06444743113706103
ALE,0.012662873909102515,0.05285377575020843,-0.05407132506544396,0.7902775393947237,0.00807860069348594,0.12670730075245798,0.05929072878199721,0.06311280801830077,0.06684955632601486
ALL,0.016842251293375094,0.04375452396310977,-1.2213400174793878,3.7400016131583245,0.002261523173376155,0.4406510723314147,0.49143610893490575,6.308003314943385e-10,0.05937404431312644
ALSN,0.014875175943766375,0.055687041720770866,0.2731298831706983,-0.2554182338311688,0.005529496140026617,0.279229176310418,0.3196401750022635,3.0783990758971986e-06,0.05395876709076769
ALV,0.014575993392591318,0.06477884097765411,-0.8790399736344907,0.8090977015096463,0.006720486172342661,0.2032515393043613,0.22917408606134307,0.00012538392876143111,0.049373261266544274
ALXN,-0.00021817050784634278,0.0994562709954447,-0.8218314154920979,1.2399032287804541,0.009708361772045848,0.11588415876360308,0.1756078651070103,0.000955104807384768,0.033256886089990445
