,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AAPL,0.01637162306027186,0.07564682187240025,-0.5340090764416308,0.2713312705875164,0.0029892281416367935,0.25467648181538316,0.30497090745574335,5.775792459684681e-06,0.0509241395674842
AAT,0.005178800046222024,0.050205309519030926,-0.20083342573424637,-0.5043792690779454,0.0063411966219183245,0.1578548843399496,0.051607723407913635,0.08357331262844539,0.08963079534082434
ABB,0.00368596557111997,0.06305615720123203,-0.36494230887999385,0.04583586014100183,0.005769156822995484,0.37698091705635095,0.4642940182418061,2.850889892135854e-09,0.0536350441454756
ABC,0.0008906612635886884,0.07289909262735167,-0.4392023159532404,-0.4404025430368437,0.006960314038087213,0.22273503323574212,0.21663102890712024,0.0002035983681391089,0.05610143301692864
ABG,0.006413687402921995,0.08766273667143759,-0.9147573598377495,3.7788738134795983,0.0059199081667492435,0.1931474454025945,0.23556314318174038,9.7712740442565e-05,0.04608596433426375
ACAD,0.00602022970243384,0.18015932913118482,-0.21438598614153906,0.9256457942779281,0.006523668603828737,0.10548217124488848,0.29673651252173217,8.180244285886402e-06,0.02150875010260006
ACC,0.0057323729914364715,0.05178642445666666,0.24028443426322357,-0.4659244753379812,0.006418547717538347,0.12911717151025928,0.03673662163942514,0.145876714458098,0.08757285183728956
ACOR,-0.054921908937650275,0.18906244890081436,-0.8976468927207873,2.5613538131133016,0.009518309322789173,0.042963070006060436,0.054212636288974006,0.07595386376946424,0.023768642001755356
ACRE,0.012483688415175852,0.05087953414972425,0.022461981962496682,0.4241697174415968,0.003564396209968968,0.28791965761465443,0.17633082594056645,0.0009298819754594992,0.08242257432904808
ADBE,0.024554469007713662,0.0573494997186567,-0.014475749748318804,-0.3615650838623208,-0.002428939832413984,0.3904639653839187,0.41202213030298834,4.280283486788462e-08,0.061782254372386054
ADI,0.014056636980386597,0.07292081275317604,-0.08970331017212266,-0.3000872580804903,0.0026818733476416407,0.3184845822538743,0.44317900906638186,8.76772038033028e-09,0.04728454274742982
ADP,0.014049145297845669,0.04958190487119064,-0.027456409684550587,0.7498626540479636,0.000913353310283845,0.4445353835801142,0.39917050236551754,8.043774702739858e-08,0.07223793289634789
ADS,-0.01609202149430883,0.10047307107471778,-0.9231460927950854,1.2849035988179747,0.010531418445568274,0.20958976114509034,0.36436683029214556,4.17524104409118e-07,0.03666624986947525
ADSK,0.01868814022442309,0.10043340733323905,-0.12275855979677053,-0.012484193545792,0.0028898413404064172,0.228425841874257,0.4324602719706286,1.5269617427431722e-08,0.034660341043497134
ADTN,-0.012923128949125716,0.10877560600162253,-0.2369561988482789,1.2895842316573445,0.008568213327970777,0.1090693925043368,0.11565599951177721,0.008404123988337585,0.039947720278678586
ADUS,0.022807016333048387,0.10780216544555869,0.23720966632158524,1.6612235786430842,0.0074803401466696055,-0.014102881224717714,0.0018991970226308538,0.7431111346136069,0.04282255861940406
AEE,0.01089846973749101,0.03958800099267327,-0.24831567053014447,-0.44237432590815073,0.005795363349949229,0.12509390649545063,0.02015110240185348,0.2835015425608442,0.11553907238394846
AEP,0.009766897432969341,0.041543493277411685,-0.4874301613069597,-0.24784624927894505,0.007051496715134754,0.010975725898155776,0.00017083304612089504,0.9217329385994893,0.11121741158168702
AERI,-0.007286672718523781,0.23858247225279633,-1.578411102718148,9.039609312227126,0.007229539185505021,0.009722363554287104,0.004420996159761385,0.6168282563528095,0.019324676156282052
AG,0.012922129595051115,0.17087851243786922,0.29219709294007873,1.0375981303407942,0.007081406121247804,0.005981164514572274,0.000858313138010238,0.825663405064746,0.027029560225439044
AGIO,-0.017929858791736877,0.16591663183396493,-0.09239052020486244,-0.08367731305575843,0.009071195145098725,0.10666562760358655,0.2573523785187099,4.120648840026651e-05,0.024000172830774217
