,return,std,skew,kurt,alpha,beta,RSQ,p_value,std_err
AAL,0.02026201277656057,0.09992772511739667,0.23609951429898088,-0.3147996104816557,0.007154849020221014,0.1051189195386059,0.13938476728703392,0.0035860682930459195,0.034597149459565456
AAP,0.005652359910268077,0.08368800934950175,0.154136969599066,0.46988661432869216,0.008700447243007045,0.10337676249206339,0.09454833067882189,0.017834956420025718,0.04237319418480582
ABEO,-0.009667590802918773,0.26992370765220447,0.7726259811941062,2.5849332936688256,0.009447920401472574,0.01687602359554035,0.0262122224863925,0.22054296782117483,0.013624260313173027
ACAD,0.01938571889013517,0.17867640741856347,-0.16454676992553877,1.3401478428013514,0.007588340825828458,0.08750921721068047,0.30883289861205826,4.899689655534648e-06,0.017339881349260722
ACC,-0.0006057513329566689,0.054248406340068965,-0.15073100030531175,-0.18231383384062827,0.009313380199839889,0.047231078683317364,0.008292991755518477,0.49274389989673684,0.06841109010662601
ACCO,0.010822697243065865,0.09082780915801143,-0.20772003302472428,-0.1410602025499288,0.00795806886664863,0.12258506493581163,0.15660092993501643,0.00192010790631372,0.037680748763792994
ACOR,-0.005069328729309658,0.14287131828442529,0.26357145564305706,-0.40845437724519806,0.009606965548637133,0.06355785053034438,0.10416217575827251,0.012663553708886983,0.02468831498629386
ACRE,0.0015483225008673005,0.055918519107875535,-1.1359697469247039,4.365119924720208,0.009022245269376998,0.16955423785835055,0.11355601859671022,0.009058625247860615,0.06274683007031984
ADBE,0.02660568607538278,0.05582390637994825,0.31902022402836144,-0.43068710284435774,0.002551146261143988,0.25308964522650906,0.25215683101251896,5.072263091714906e-05,0.05773070296840524
ADM,0.005599158860038405,0.06184916658069577,-0.8650192821478434,1.7269340048525734,0.008025338610276503,0.2249322321755569,0.24448522934491768,6.878419167334123e-05,0.05237323880598029
ADP,0.013939057000307328,0.04482540411780511,0.40767180439670575,1.3697819793840598,0.004227669782151429,0.3628007352798371,0.33409215705724976,1.6361892716144454e-06,0.06784293929248494
AEE,0.010709088373799655,0.0449918497205473,-0.09628384788120269,-0.7490701517950922,0.008165917175850555,0.1044769354838144,0.02791194391776638,0.2059672688453419,0.08166590123949953
AEIS,0.021823567594343393,0.09473824118168332,-0.08076644369599177,-0.7430990291800637,0.006853306969538099,0.11141454901546974,0.1407394939585482,0.0034148617975851407,0.03646354693634471
AEL,0.012949868937221904,0.10729604227870626,-0.904956087219655,0.4735196223205178,0.007092368203279454,0.16929914258741247,0.41682951137726976,3.369178915281292e-08,0.026523807686118277
AEO,0.003371711683682976,0.09995670354019658,-0.12622365600505253,1.1382414200094786,0.009015621898921229,0.07982533422171656,0.0804242237244466,0.029510245021959702,0.03575227153730606
AEP,0.008070176383970314,0.04967512741604684,-0.40447436321406605,-0.34017433713687417,0.008958376264601293,0.040444425355746536,0.005098904221466398,0.5909664794696401,0.07482948717368149
AGCO,0.0048768900414560305,0.06222614970032496,-0.23708078760849535,-0.4256861308930322,0.008445324487092083,0.17212719924843392,0.1449193573914615,0.0029357447122260235,0.05537993122475585
AGN,0.008995487987347832,0.08329859595366844,-0.3835381517196606,-0.4500501626686382,0.008014624118812548,0.1411980977512728,0.17474895619583392,0.0009859414666691924,0.040642195820787964
AGO,0.010169324715292468,0.07060092792481822,-0.15541685252008716,-0.1039372853081253,0.007192284661535925,0.20576442468081654,0.2665894354673446,2.8392922046737856e-05,0.04520484408698634
